"Table 1: 2003 Poverty and Median Income Estimates - Counties                             Source: U.S. Census Bureau, Small Area Estimates Branch                              Release date: 10.02.2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State FIPS,County FIPS,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
05,003,AR,Ashley County,"4,201","3,242","5,161",17.9,13.8,21.9,"1,661","1,245","2,078",27.6,20.7,34.5,"1,133",810,"1,456",25.8,18.4,33.1,"32,485","30,482","34,619",,,,,,
05,005,AR,Baxter County,"5,380","4,140","6,621",13.7,10.5,16.8,"1,719","1,274","2,164",23.6,17.5,29.8,"1,135",806,"1,464",21.0,14.9,27.0,"30,521","28,656","32,506",,,,,,
05,007,AR,Benton County,"17,760","13,906","21,615",10.0,7.8,12.1,"6,188","4,682","7,694",13.1,9.9,16.3,"3,960","2,873","5,047",11.7,8.5,14.9,"45,353","42,714","48,155",,,,,,
05,009,AR,Boone County,"5,367","4,178","6,557",15.4,12.0,18.8,"1,872","1,411","2,334",23.4,17.6,29.1,"1,243",897,"1,589",21.2,15.3,27.1,"31,626","29,722","33,653",,,,,,
05,011,AR,Bradley County,"2,464","1,893","3,035",20.5,15.7,25.2,797,595,999,28.3,21.1,35.5,547,390,704,27.3,19.5,35.1,"26,593","24,932","28,364",,,,,,
05,013,AR,Calhoun County,796,611,982,14.6,11.2,18.0,257,191,322,20.7,15.5,26.0,184,130,238,19.2,13.6,24.8,"29,940","28,093","31,909",,,,,,
05,015,AR,Carroll County,"4,059","3,123","4,995",15.4,11.8,18.9,"1,412","1,054","1,769",23.4,17.5,29.3,967,690,"1,244",22.2,15.8,28.5,"27,796","26,068","29,638",,,,,,
05,017,AR,Chicot County,"3,553","2,760","4,346",28.2,21.9,34.5,"1,348","1,013","1,682",39.8,29.9,49.7,938,675,"1,201",38.2,27.5,48.9,"22,088","20,707","23,560",,,,,,
05,019,AR,Clark County,"3,673","2,854","4,491",17.3,13.5,21.2,"1,086",821,"1,351",22.4,16.9,27.8,735,532,938,21.3,15.4,27.1,"29,970","28,157","31,900",,,,,,
05,021,AR,Clay County,"2,855","2,220","3,490",17.1,13.3,21.0,936,706,"1,167",25.0,18.8,31.1,626,452,800,22.6,16.3,28.9,"27,217","25,541","29,004",,,,,,
05,023,AR,Cleburne County,"3,582","2,774","4,391",14.4,11.1,17.6,"1,203",902,"1,504",23.6,17.7,29.5,800,574,"1,026",21.1,15.2,27.1,"32,341","30,380","34,428",,,,,,
05,025,AR,Cleveland County,"1,264",973,"1,555",14.2,11.0,17.5,468,350,586,21.8,16.3,27.3,317,226,408,20.2,14.4,26.0,"34,724","32,605","36,980",,,,,,
05,027,AR,Columbia County,"4,857","3,771","5,943",20.4,15.8,25.0,"1,729","1,298","2,161",30.1,22.6,37.6,"1,175",843,"1,507",27.7,19.9,35.6,"29,275","27,476","31,191",,,,,,
05,029,AR,Conway County,"3,375","2,607","4,143",16.5,12.8,20.3,"1,238",927,"1,548",25.5,19.1,31.9,825,591,"1,059",23.1,16.5,29.6,"31,779","29,835","33,851",,,,,,
05,031,AR,Craighead County,"13,361","10,455","16,267",15.8,12.4,19.3,"4,752","3,603","5,900",23.0,17.4,28.5,"3,156","2,294","4,018",21.7,15.8,27.6,"34,821","32,767","37,003",,,,,,
05,033,AR,Crawford County,"7,736","6,019","9,454",13.7,10.7,16.8,"3,352","2,517","4,188",22.4,16.8,28.0,"2,224","1,598","2,850",20.1,14.4,25.8,"35,138","33,023","37,389",,,,,,
05,035,AR,Crittenden County,"11,550","8,959","14,141",22.6,17.5,27.7,"4,950","3,726","6,174",31.7,23.9,39.6,"3,223","2,323","4,123",28.8,20.8,36.8,"30,546","28,701","32,510",,,,,,
05,037,AR,Cross County,"3,718","2,893","4,543",19.7,15.3,24.1,"1,447","1,089","1,805",29.4,22.1,36.6,972,700,"1,244",26.3,18.9,33.7,"30,356","28,535","32,294",,,,,,
05,039,AR,Dallas County,"1,555","1,195","1,915",18.8,14.5,23.2,579,432,726,28.7,21.5,36.0,402,287,517,27.5,19.7,35.4,"26,633","24,958","28,421",,,,,,
05,041,AR,Desha County,"3,406","2,615","4,197",23.3,17.9,28.8,"1,342",999,"1,685",33.4,24.9,42.0,927,658,"1,196",33.0,23.4,42.6,"25,822","24,204","27,548",,,,,,
05,043,AR,Drew County,"3,334","2,592","4,075",18.5,14.4,22.6,"1,227",925,"1,529",27.9,21.0,34.7,815,589,"1,041",25.5,18.4,32.6,"29,817","28,014","31,736",,,,,,
05,045,AR,Faulkner County,"11,641","9,062","14,221",12.8,10.0,15.6,"3,889","2,928","4,851",16.9,12.7,21.1,"2,554","1,840","3,268",15.5,11.2,19.9,"40,395","37,970","42,976",,,,,,
05,047,AR,Franklin County,"2,932","2,284","3,581",16.4,12.8,20.0,"1,064",802,"1,326",24.3,18.3,30.3,705,508,902,22.6,16.3,28.9,"31,307","29,418","33,318",,,,,,
05,049,AR,Fulton County,"2,159","1,672","2,646",18.2,14.1,22.4,735,550,921,29.7,22.2,37.2,465,332,598,24.9,17.8,32.0,"26,687","25,062","28,417",,,,,,
05,051,AR,Garland County,"14,567","11,387","17,748",16.0,12.5,19.5,"5,103","3,867","6,339",26.5,20.0,32.9,"3,342","2,428","4,256",24.0,17.4,30.6,"32,064","30,174","34,073",,,,,,
05,053,AR,Grant County,"1,862","1,436","2,288",10.9,8.4,13.4,648,485,811,15.7,11.8,19.7,440,315,565,14.1,10.1,18.1,"40,375","37,925","42,983",,,,,,
05,055,AR,Greene County,"5,945","4,620","7,269",15.4,12.0,18.8,"2,157","1,620","2,693",22.3,16.8,27.9,"1,394","1,002","1,786",20.4,14.6,26.1,"33,001","31,000","35,130",,,,,,
05,057,AR,Hempstead County,"4,440","3,432","5,448",19.1,14.8,23.4,"1,749","1,311","2,187",28.5,21.4,35.6,"1,182",848,"1,516",26.7,19.1,34.3,"27,614","25,886","29,458",,,,,,
05,059,AR,Hot Spring County,"4,562","3,527","5,597",15.0,11.6,18.4,"1,654","1,240","2,067",22.8,17.1,28.5,"1,107",794,"1,420",20.3,14.5,26.0,"32,498","30,518","34,605",,,,,,
05,061,AR,Howard County,"2,235","1,726","2,744",15.7,12.2,19.3,847,634,"1,060",22.6,16.9,28.3,577,413,741,21.9,15.7,28.2,"27,569","25,801","29,457",,,,,,
05,063,AR,Independence County,"5,045","3,894","6,196",14.9,11.5,18.3,"1,831","1,366","2,297",22.7,17.0,28.5,"1,197",853,"1,541",20.7,14.8,26.7,"32,910","30,897","35,055",,,,,,
05,065,AR,Izard County,"2,282","1,751","2,812",18.1,13.9,22.3,729,544,913,27.7,20.7,34.7,502,359,645,25.1,17.9,32.3,"26,293","24,655","28,040",,,,,,
05,067,AR,Jackson County,"3,244","2,519","3,968",20.7,16.1,25.3,"1,118",843,"1,393",30.1,22.7,37.6,734,530,938,27.3,19.7,34.9,"26,246","24,625","27,973",,,,,,
05,069,AR,Jefferson County,"16,310","12,702","19,918",21.0,16.4,25.7,"6,198","4,670","7,725",29.8,22.5,37.1,"3,898","2,813","4,983",26.5,19.1,33.8,"31,211","29,337","33,205",,,,,,
05,071,AR,Johnson County,"3,964","3,089","4,840",17.1,13.3,20.9,"1,520","1,146","1,895",26.0,19.6,32.4,"1,010",728,"1,292",24.8,17.8,31.7,"28,791","27,060","30,634",,,,,,
05,073,AR,Lafayette County,"1,682","1,300","2,065",20.7,16.0,25.4,583,437,729,29.9,22.4,37.4,406,291,521,27.9,20.0,35.8,"24,399","22,861","26,041",,,,,,
05,075,AR,Lawrence County,"3,221","2,489","3,954",19.0,14.7,23.4,"1,169",876,"1,463",29.7,22.3,37.2,790,566,"1,014",27.5,19.7,35.3,"27,899","26,194","29,714",,,,,,
05,077,AR,Lee County,"2,943","2,225","3,661",29.4,22.2,36.6,"1,102",812,"1,392",39.3,29.0,49.7,763,536,990,37.5,26.3,48.6,"21,891","20,433","23,453",,,,,,
05,079,AR,Lincoln County,"2,506","1,843","3,168",23.5,17.3,29.7,811,605,"1,017",28.5,21.3,35.8,557,397,717,26.8,19.1,34.4,"28,405","26,504","30,442",,,,,,
05,081,AR,Little River County,"2,025","1,564","2,486",15.4,11.9,18.9,702,526,878,22.5,16.9,28.1,470,337,603,20.0,14.3,25.7,"30,014","28,165","31,984",,,,,,
05,083,AR,Logan County,"3,698","2,858","4,539",16.4,12.7,20.1,"1,344","1,006","1,681",24.2,18.1,30.2,908,651,"1,165",22.3,16.0,28.6,"29,613","27,798","31,546",,,,,,
05,085,AR,Lonoke County,"6,262","4,871","7,652",10.7,8.4,13.1,"2,398","1,808","2,988",15.5,11.7,19.4,"1,600","1,155","2,045",13.8,10.0,17.7,"42,953","40,379","45,691",,,,,,
05,087,AR,Madison County,"2,486","1,920","3,052",17.0,13.1,20.9,907,679,"1,135",25.4,19.0,31.7,627,448,806,23.5,16.8,30.2,"28,515","26,719","30,432",,,,,,
05,089,AR,Marion County,"2,781","2,138","3,425",17.1,13.1,21.0,983,734,"1,232",30.4,22.7,38.1,672,480,864,26.4,18.8,33.9,"27,187","25,515","28,969",,,,,,
05,091,AR,Miller County,"7,446","5,795","9,098",17.9,13.9,21.8,"2,848","2,147","3,549",26.5,20.0,33.0,"1,965","1,409","2,521",25.4,18.2,32.6,"32,209","30,260","34,283",,,,,,
05,093,AR,Mississippi County,"10,707","8,268","13,145",22.4,17.3,27.5,"4,549","3,397","5,700",32.2,24.0,40.3,"3,061","2,185","3,937",30.6,21.9,39.4,"27,844","26,130","29,671",,,,,,
05,095,AR,Monroe County,"2,164","1,665","2,663",23.2,17.9,28.6,829,618,"1,041",34.7,25.9,43.6,571,407,735,31.3,22.3,40.3,"24,069","22,558","25,682",,,,,,
05,097,AR,Montgomery County,"1,592","1,220","1,965",17.3,13.3,21.4,559,415,703,28.1,20.9,35.4,390,277,503,25.5,18.1,32.9,"27,109","25,414","28,918",,,,,,
05,099,AR,Nevada County,"1,845","1,418","2,272",19.5,15.0,24.0,638,475,801,27.6,20.6,34.7,442,314,570,26.7,19.0,34.5,"27,029","25,350","28,818",,,,,,
05,101,AR,Newton County,"1,690","1,303","2,077",20.0,15.4,24.5,597,447,748,32.0,23.9,40.1,412,295,529,28.9,20.7,37.2,"25,886","24,293","27,584",,,,,,
05,103,AR,Ouachita County,"5,097","3,955","6,238",18.7,14.5,22.9,"1,862","1,401","2,323",28.0,21.0,34.9,"1,262",909,"1,615",25.8,18.5,33.0,"29,574","27,771","31,493",,,,,,
05,105,AR,Perry County,"1,532","1,182","1,882",14.8,11.4,18.2,560,417,702,22.3,16.7,28.0,388,277,499,21.1,15.1,27.1,"32,198","30,241","34,282",,,,,,
05,107,AR,Phillips County,"6,903","5,311","8,495",28.6,22.0,35.2,"3,132","2,316","3,948",41.3,30.5,52.1,"2,158","1,522","2,794",39.9,28.1,51.6,"22,660","21,239","24,177",,,,,,
05,109,AR,Pike County,"1,687","1,306","2,068",15.6,12.0,19.1,572,430,715,22.3,16.8,27.9,393,282,504,20.2,14.5,25.8,"29,172","27,375","31,087",,,,,,
05,111,AR,Poinsett County,"5,151","3,980","6,321",20.6,15.9,25.3,"2,007","1,504","2,510",31.7,23.8,39.7,"1,358",973,"1,743",29.8,21.3,38.2,"27,718","26,013","29,535",,,,,,
05,113,AR,Polk County,"3,826","2,946","4,705",19.2,14.7,23.6,"1,462","1,092","1,832",30.1,22.5,37.7,983,702,"1,264",27.6,19.7,35.5,"25,699","24,099","27,404",,,,,,
05,115,AR,Pope County,"8,913","6,977","10,848",16.5,12.9,20.1,"3,093","2,346","3,841",23.1,17.5,28.7,"2,041","1,483","2,599",21.0,15.3,26.8,"32,990","31,059","35,042",,,,,,
05,117,AR,Prairie County,"1,404","1,087","1,720",15.5,12.0,18.9,476,358,595,23.3,17.5,29.2,335,240,430,22.5,16.1,28.9,"30,885","28,990","32,905",,,,,,
05,119,AR,Pulaski County,"54,593","42,930","66,256",15.1,11.9,18.4,"20,544","15,634","25,455",22.4,17.0,27.7,"12,857","9,393","16,321",20.3,14.8,25.8,"39,325","37,156","41,622",,,,,,
05,121,AR,Randolph County,"3,139","2,427","3,850",17.3,13.3,21.2,"1,136",851,"1,422",26.7,20.0,33.4,767,550,984,24.3,17.4,31.1,"28,598","26,847","30,463",,,,,,
05,123,AR,St. Francis County,"6,524","5,064","7,983",25.4,19.7,31.1,"2,593","1,952","3,234",33.9,25.5,42.3,"1,786","1,287","2,285",33.3,24.0,42.6,"25,571","23,996","27,249",,,,,,
05,125,AR,Saline County,"8,293","6,460","10,127",9.4,7.3,11.5,"2,821","2,124","3,519",13.5,10.1,16.8,"1,905","1,377","2,433",12.0,8.7,15.3,"44,342","41,699","47,153",,,,,,
05,127,AR,Scott County,"2,061","1,588","2,533",18.9,14.6,23.3,816,608,"1,024",29.9,22.3,37.5,531,376,686,26.7,18.9,34.5,"25,706","24,063","27,462",,,,,,
05,129,AR,Searcy County,"1,764","1,352","2,177",22.0,16.8,27.1,593,442,745,34.8,25.9,43.7,417,297,537,32.9,23.4,42.4,"21,836","20,460","23,305",,,,,,
05,131,AR,Sebastian County,"17,872","13,983","21,760",15.4,12.0,18.7,"6,876","5,214","8,537",22.7,17.2,28.2,"4,409","3,204","5,614",20.9,15.2,26.6,"35,685","33,591","37,911",,,,,,
05,133,AR,Sevier County,"2,861","2,208","3,514",17.9,13.8,21.9,"1,191",885,"1,497",26.0,19.3,32.7,819,581,"1,057",26.2,18.6,33.8,"28,620","26,825","30,535",,,,,,
05,135,AR,Sharp County,"3,480","2,696","4,264",20.0,15.5,24.6,"1,248",937,"1,559",34.0,25.5,42.5,852,613,"1,091",30.8,22.2,39.4,"24,647","23,126","26,267",,,,,,
05,137,AR,Stone County,"2,141","1,652","2,630",18.4,14.2,22.7,755,565,946,31.1,23.2,38.9,531,381,681,29.1,20.8,37.3,"23,646","22,167","25,225",,,,,,
05,139,AR,Union County,"7,788","6,006","9,570",17.7,13.7,21.8,"2,838","2,119","3,557",25.7,19.2,32.2,"1,895","1,351","2,439",23.5,16.7,30.2,"31,957","30,004","34,037",,,,,,
05,141,AR,Van Buren County,"2,771","2,132","3,411",16.9,13.0,20.8,976,728,"1,224",28.5,21.2,35.7,670,479,861,26.8,19.1,34.4,"27,204","25,524","28,994",,,,,,
05,143,AR,Washington County,"23,274","18,178","28,370",13.8,10.8,16.8,"7,861","5,941","9,780",17.9,13.6,22.3,"5,082","3,681","6,483",17.1,12.4,21.8,"36,928","34,740","39,253",,,,,,
05,145,AR,White County,"10,485","8,096","12,873",15.6,12.0,19.1,"3,735","2,800","4,670",22.5,16.9,28.2,"2,453","1,759","3,147",20.4,14.6,26.1,"34,019","31,949","36,224",,,,,,
05,147,AR,Woodruff County,"1,863","1,435","2,292",23.2,17.9,28.5,690,511,870,34.4,25.4,43.4,486,343,629,32.5,23.0,42.1,"23,706","22,205","25,308",,,,,,
05,149,AR,Yell County,"3,289","2,535","4,043",15.6,12.0,19.2,"1,248",933,"1,563",23.2,17.3,29.0,835,596,"1,074",22.3,15.9,28.7,"28,569","26,807","30,446",,,,,,
06,000,CA,California,"4,836,106","4,639,930","5,032,283",13.7,13.2,14.3,"1,866,535","1,757,471","1,975,599",19.5,18.4,20.7,"1,288,493","1,198,809","1,378,177",18.8,17.5,20.1,"48,440","47,147","49,734","520,311","461,424","579,197",20.0,17.8,22.3
06,001,CA,Alameda County,"154,270","122,209","186,331",10.7,8.5,13.0,"51,611","39,533","63,688",14.3,10.9,17.6,"34,439","25,334","43,544",13.6,10.0,17.3,"56,225","53,226","59,393",,,,,,
06,003,CA,Alpine County,157,117,197,13.3,9.9,16.7,46,33,59,21.7,15.4,27.9,34,23,45,21.4,14.5,28.3,"38,825","36,366","41,450",,,,,,
06,005,CA,Amador County,"3,071","2,342","3,801",9.2,7.0,11.4,850,625,"1,075",12.9,9.5,16.3,617,432,802,12.0,8.4,15.5,"44,494","41,686","47,492",,,,,,
06,007,CA,Butte County,"32,917","25,710","40,124",15.8,12.4,19.3,"10,339","7,789","12,888",21.8,16.4,27.2,"7,177","5,178","9,176",20.3,14.6,25.9,"33,528","31,535","35,647",,,,,,
06,009,CA,Calaveras County,"4,407","3,382","5,431",9.7,7.4,11.9,"1,238",910,"1,566",13.6,10.0,17.2,900,630,"1,170",12.6,8.8,16.3,"43,462","40,734","46,373",,,,,,
06,011,CA,Colusa County,"2,585","1,985","3,186",12.9,9.9,15.9,"1,119",830,"1,409",18.9,14.0,23.8,797,564,"1,030",18.8,13.3,24.4,"36,579","34,347","38,957",,,,,,
06,013,CA,Contra Costa County,"75,201","59,216","91,187",7.5,5.9,9.1,"25,598","19,492","31,704",9.8,7.5,12.2,"17,418","12,725","22,111",9.1,6.7,11.6,"64,365","60,729","68,219",,,,,,
06,015,CA,Del Norte County,"4,590","3,445","5,735",18.6,14.0,23.3,"1,631","1,188","2,075",26.1,19.0,33.2,"1,183",820,"1,546",25.1,17.4,32.8,"29,990","28,005","32,116",,,,,,
06,017,CA,El Dorado County,"12,900","10,028","15,772",7.5,5.8,9.2,"3,916","2,940","4,892",9.7,7.3,12.1,"2,622","1,884","3,360",8.4,6.1,10.8,"54,131","50,877","57,593",,,,,,
06,019,CA,Fresno County,"174,630","137,722","211,537",20.5,16.2,24.8,"79,421","60,655","98,188",30.0,22.9,37.1,"55,043","40,351","69,735",29.0,21.3,36.8,"36,003","33,969","38,158",,,,,,
06,021,CA,Glenn County,"4,114","3,168","5,061",15.2,11.7,18.7,"1,751","1,302","2,200",22.2,16.5,27.9,"1,261",896,"1,626",21.9,15.5,28.2,"32,725","30,731","34,849",,,,,,
06,023,CA,Humboldt County,"19,629","15,136","24,123",15.7,12.1,19.2,"5,937","4,417","7,456",21.6,16.0,27.1,"4,172","2,966","5,378",20.7,14.7,26.7,"32,211","30,243","34,308",,,,,,
06,025,CA,Imperial County,"27,843","21,118","34,567",19.7,14.9,24.4,"13,195","9,314","17,076",28.8,20.3,37.3,"8,781","5,864","11,698",27.1,18.1,36.1,"32,637","30,440","34,993",,,,,,
06,027,CA,Inyo County,"1,924","1,475","2,373",10.6,8.1,13.1,627,464,789,15.6,11.6,19.7,454,321,587,14.8,10.4,19.1,"37,553","35,230","40,031",,,,,,
06,029,CA,Kern County,"127,380","100,387","154,374",18.1,14.3,21.9,"57,455","43,860","71,050",25.7,19.6,31.7,"39,766","29,136","50,396",24.7,18.1,31.4,"37,614","35,473","39,884",,,,,,
06,031,CA,Kings County,"21,786","16,736","26,836",18.1,13.9,22.3,"9,258","6,945","11,571",23.3,17.5,29.1,"6,445","4,623","8,267",23.0,16.5,29.5,"36,137","33,838","38,593",,,,,,
06,033,CA,Lake County,"9,437","7,315","11,559",14.8,11.5,18.2,"3,226","2,394","4,057",22.2,16.5,28.0,"2,291","1,624","2,958",20.7,14.7,26.8,"31,178","29,263","33,219",,,,,,
06,035,CA,Lassen County,"3,786","2,772","4,800",14.9,10.9,18.9,"1,123",828,"1,419",16.8,12.4,21.2,801,563,"1,039",15.5,10.9,20.1,"37,687","35,021","40,556",,,,,,
06,037,CA,Los Angeles County,"1,729,767","1,421,410","2,038,124",17.6,14.5,20.8,"693,408","549,923","836,893",25.5,20.2,30.8,"486,099","373,056","599,142",24.9,19.1,30.8,"41,544","40,321","42,803",,,,,,
06,039,CA,Madera County,"24,655","19,178","30,131",18.9,14.7,23.0,"10,616","8,006","13,225",27.3,20.6,34.0,"7,475","5,396","9,554",26.9,19.5,34.4,"36,050","33,841","38,403",,,,,,
06,041,CA,Marin County,"17,472","13,577","21,368",7.4,5.7,9.0,"4,041","2,997","5,084",8.1,6.0,10.2,"2,813","1,992","3,634",8.0,5.6,10.3,"66,764","62,624","71,177",,,,,,
06,043,CA,Mariposa County,"2,034","1,558","2,511",11.4,8.7,14.1,583,431,734,17.0,12.6,21.5,437,308,566,16.4,11.5,21.2,"35,437","33,261","37,755",,,,,,
06,045,CA,Mendocino County,"12,788","9,884","15,692",14.6,11.3,18.0,"4,702","3,517","5,887",22.7,17.0,28.4,"3,307","2,364","4,250",21.7,15.5,27.9,"35,869","33,686","38,193",,,,,,
06,047,CA,Merced County,"42,463","33,252","51,674",18.2,14.2,22.1,"19,884","15,086","24,683",25.9,19.6,32.1,"13,798","10,035","17,561",24.7,17.9,31.4,"36,738","34,564","39,049",,,,,,
06,049,CA,Modoc County,"1,545","1,183","1,908",16.6,12.7,20.5,543,396,690,26.1,19.0,33.2,407,282,532,24.8,17.2,32.4,"28,533","26,735","30,452",,,,,,
06,051,CA,Mono County,"1,102",836,"1,368",8.7,6.6,10.8,317,229,404,11.2,8.1,14.3,236,162,310,11.5,7.9,15.1,"45,654","42,743","48,762",,,,,,
06,053,CA,Monterey County,"53,604","42,059","65,149",13.6,10.7,16.5,"22,553","17,092","28,014",19.4,14.7,24.1,"15,365","11,160","19,570",19.0,13.8,24.2,"45,596","42,909","48,452",,,,,,
06,055,CA,Napa County,"10,044","7,772","12,317",7.8,6.1,9.6,"3,134","2,340","3,928",10.2,7.6,12.8,"2,220","1,585","2,855",9.9,7.1,12.7,"51,991","48,871","55,310",,,,,,
06,057,CA,Nevada County,"8,048","6,240","9,856",8.3,6.4,10.2,"2,264","1,688","2,841",11.4,8.5,14.4,"1,601","1,139","2,063",10.4,7.4,13.5,"47,680","44,817","50,726",,,,,,
06,059,CA,Orange County,"314,072","250,542","377,601",10.6,8.5,12.8,"114,491","88,184","140,799",14.5,11.1,17.8,"76,776","56,883","96,669",13.6,10.1,17.1,"55,909","53,177","58,780",,,,,,
06,061,CA,Placer County,"17,975","13,990","21,959",5.9,4.6,7.2,"5,666","4,259","7,072",7.9,5.9,9.8,"3,925","2,826","5,024",7.3,5.2,9.3,"61,522","57,807","65,476",,,,,,
06,063,CA,Plumas County,"2,144","1,649","2,639",10.1,7.8,12.5,598,442,753,14.2,10.5,17.9,445,314,576,13.6,9.6,17.6,"39,514","37,097","42,088",,,,,,
06,065,CA,Riverside County,"225,335","178,605","272,065",12.2,9.7,14.8,"91,018","69,739","112,297",17.1,13.1,21.1,"62,046","45,672","78,420",15.9,11.7,20.1,"44,598","42,206","47,125",,,,,,
06,067,CA,Sacramento County,"181,996","144,011","219,982",13.6,10.8,16.5,"70,771","54,120","87,421",19.4,14.8,24.0,"48,239","35,432","61,046",18.3,13.4,23.1,"46,351","43,868","48,973",,,,,,
06,069,CA,San Benito County,"5,152","3,991","6,313",9.2,7.1,11.3,"2,191","1,641","2,741",12.7,9.5,15.9,"1,541","1,104","1,978",12.3,8.8,15.8,"56,371","52,942","60,022",,,,,,
06,071,CA,San Bernardino County,"299,582","238,030","361,133",16.0,12.7,19.2,"129,623","99,716","159,531",22.0,17.0,27.1,"88,935","65,771","112,099",20.6,15.3,26.0,"43,294","41,018","45,696",,,,,,
06,073,CA,San Diego County,"331,677","264,717","398,636",11.6,9.3,14.0,"114,706","88,508","140,903",15.2,11.7,18.7,"78,281","58,125","98,437",14.7,10.9,18.5,"48,766","46,432","51,217",,,,,,
06,075,CA,San Francisco County,"88,476","69,861","107,092",12.0,9.5,14.5,"20,041","15,230","24,853",18.4,14.0,22.9,"13,285","9,692","16,878",19.2,14.0,24.4,"51,402","48,501","54,475",,,,,,
06,077,CA,San Joaquin County,"92,380","72,659","112,102",14.5,11.4,17.6,"37,887","28,856","46,919",19.8,15.1,24.5,"26,295","19,212","33,378",19.0,13.9,24.1,"42,789","40,321","45,408",,,,,,
06,079,CA,San Luis Obispo County,"26,705","20,828","32,582",11.1,8.7,13.6,"6,976","5,282","8,670",13.8,10.4,17.1,"4,800","3,483","6,117",12.6,9.1,16.0,"44,310","41,697","47,088",,,,,,
06,081,CA,San Mateo County,"47,375","37,104","57,646",6.8,5.4,8.3,"13,472","10,180","16,765",8.3,6.3,10.3,"9,247","6,697","11,797",8.2,6.0,10.5,"65,110","61,234","69,231",,,,,,
06,083,CA,Santa Barbara County,"50,645","39,663","61,627",13.0,10.2,15.9,"17,448","13,248","21,648",17.7,13.5,22.0,"12,017","8,746","15,288",17.2,12.5,21.9,"45,818","43,127","48,677",,,,,,
06,085,CA,Santa Clara County,"145,624","115,649","175,598",8.8,7.0,10.6,"46,574","35,712","57,435",11.1,8.5,13.7,"31,007","22,861","39,153",10.8,8.0,13.6,"68,223","64,551","72,103",,,,,,
06,087,CA,Santa Cruz County,"27,485","21,405","33,565",11.3,8.8,13.8,"8,788","6,617","10,959",15.3,11.6,19.1,"5,801","4,179","7,423",14.3,10.3,18.3,"50,977","47,853","54,304",,,,,,
06,089,CA,Shasta County,"23,569","18,235","28,902",13.5,10.4,16.5,"8,316","6,219","10,413",20.0,15.0,25.1,"5,839","4,173","7,505",18.7,13.4,24.0,"36,478","34,238","38,864",,,,,,
06,091,CA,Sierra County,317,239,395,9.2,6.9,11.5,93,67,120,13.7,9.8,17.6,73,49,97,13.4,9.0,17.7,"36,545","34,212","39,038",,,,,,
06,093,CA,Siskiyou County,"6,896","5,318","8,473",15.6,12.0,19.1,"2,306","1,717","2,896",24.5,18.3,30.8,"1,662","1,181","2,143",23.1,16.4,29.8,"31,165","29,244","33,211",,,,,,
06,095,CA,Solano County,"33,164","25,962","40,366",8.3,6.5,10.2,"12,696","9,615","15,776",11.2,8.5,13.9,"8,404","6,101","10,707",10.2,7.4,12.9,"56,595","53,258","60,141",,,,,,
06,097,CA,Sonoma County,"40,475","31,716","49,233",8.8,6.9,10.7,"12,464","9,444","15,484",11.4,8.6,14.2,"8,438","6,128","10,748",10.6,7.7,13.5,"52,088","49,058","55,305",,,,,,
06,099,CA,Stanislaus County,"69,496","54,634","84,358",14.1,11.1,17.1,"29,074","22,138","36,011",19.7,15.0,24.4,"20,475","14,954","25,996",19.1,13.9,24.2,"41,619","39,215","44,169",,,,,,
06,101,CA,Sutter County,"11,017","8,592","13,442",12.9,10.0,15.7,"4,413","3,331","5,496",18.7,14.1,23.2,"3,078","2,224","3,932",17.9,12.9,22.8,"39,718","37,360","42,226",,,,,,
06,103,CA,Tehama County,"8,762","6,795","10,728",14.8,11.5,18.1,"3,436","2,564","4,308",22.8,17.0,28.6,"2,484","1,772","3,196",21.9,15.6,28.2,"32,905","30,891","35,049",,,,,,
06,105,CA,Trinity County,"1,930","1,460","2,400",14.4,10.9,17.8,577,416,739,21.6,15.6,27.7,439,300,578,21.0,14.3,27.6,"29,063","27,200","31,055",,,,,,
06,107,CA,Tulare County,"85,104","66,728","103,480",21.4,16.8,26.1,"40,798","31,000","50,596",31.3,23.8,38.8,"28,411","20,699","36,123",30.8,22.5,39.2,"33,190","31,234","35,269",,,,,,
06,109,CA,Tuolumne County,"6,012","4,619","7,406",11.5,8.8,14.2,"1,807","1,347","2,267",17.3,12.9,21.7,"1,269",904,"1,634",15.7,11.2,20.2,"39,620","37,170","42,231",,,,,,
06,111,CA,Ventura County,"76,668","60,377","92,959",9.7,7.6,11.8,"28,692","21,868","35,517",13.2,10.1,16.4,"18,942","13,851","24,033",12.0,8.8,15.2,"57,885","54,549","61,424",,,,,,
06,113,CA,Yolo County,"21,320","16,509","26,131",12.0,9.3,14.8,"6,375","4,811","7,938",14.3,10.8,17.8,"4,780","3,421","6,139",14.7,10.6,18.9,"43,612","40,979","46,413",,,,,,
